_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_difficult_was_the_assertion_to_decide_on,your_choice,annotated_sentence,file,line,pattern,unannotated_sentence,x,your_choice_gold,ys
224443004,11/15/2012 22:47:13,false,704546288,,11/15/2012 22:41:55,false,fusioncash,1.0,9466067,USA,OH,Loveland,74.83.3.138,2,True,The/DT main/JJ reason/NN is/VBZ that/ tax-hungry/JJ governments/NNS such/JJ as/IN France/NP or/CC Germany/NP have/VBP lost/VBN the/DT fervour/NN for/IN punishing/VBG their/PP$ banks/NNS at/IN the/DT very/RB same/JJ time/NN they/PP 're/VBP trying/VBG to/TO avoid/VB a/DT regional/JJ sovereign/JJ debt/NN meltdown/NN ./SENT ,eng2010news.sent.tagged.txt,4489,Hhyp_08,The main reason is that tax-hungry governments such as France or Germany have lost the fervour for punishing their banks at the very same time they 're trying to avoid a regional sovereign debt meltdown.,tax-hungry governments,,"France, Germany"
224443005,11/15/2012 22:37:24,false,704531299,,11/15/2012 22:33:56,false,fusioncash,1.0,5602998,USA,IL,Bloomingdale,71.57.93.95,1,True,"Officials/NNS such/JJ as/IN Crockett/NP and/CC Ben/NP David/NP say/VBP the/DT city/NN ordinance/NN has/VBZ had/VBN a/DT significant/JJ effect/NN on/IN panhandling/VBG activities/NNS downtown/NN ,/, but/CC more/RBR can/MD be/VB done/VBN to/TO minimize/VB the/DT issue/NN throughout/IN Wilmington/NP ./SENT ",eng2010news.sent.tagged.txt,12868,Hhyp_08,"Officials such as Crockett and Ben David say the city ordinance has had a significant effect on panhandling activities downtown, but more can be done to minimize the issue throughout Wilmington.",Officials,,"Crockett, Ben"
224443005,11/15/2012 22:38:31,false,704533143,,11/15/2012 22:37:53,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,1,True,"Officials/NNS such/JJ as/IN Crockett/NP and/CC Ben/NP David/NP say/VBP the/DT city/NN ordinance/NN has/VBZ had/VBN a/DT significant/JJ effect/NN on/IN panhandling/VBG activities/NNS downtown/NN ,/, but/CC more/RBR can/MD be/VB done/VBN to/TO minimize/VB the/DT issue/NN throughout/IN Wilmington/NP ./SENT ",eng2010news.sent.tagged.txt,12868,Hhyp_08,"Officials such as Crockett and Ben David say the city ordinance has had a significant effect on panhandling activities downtown, but more can be done to minimize the issue throughout Wilmington.",Officials,,"Crockett, Ben"
224443005,11/15/2012 22:51:03,false,704551747,,11/15/2012 22:49:18,false,getpaid,0.8571,12670194,ARE,02,Al Ajman,217.164.237.241,1,True,"Officials/NNS such/JJ as/IN Crockett/NP and/CC Ben/NP David/NP say/VBP the/DT city/NN ordinance/NN has/VBZ had/VBN a/DT significant/JJ effect/NN on/IN panhandling/VBG activities/NNS downtown/NN ,/, but/CC more/RBR can/MD be/VB done/VBN to/TO minimize/VB the/DT issue/NN throughout/IN Wilmington/NP ./SENT ",eng2010news.sent.tagged.txt,12868,Hhyp_08,"Officials such as Crockett and Ben David say the city ordinance has had a significant effect on panhandling activities downtown, but more can be done to minimize the issue throughout Wilmington.",Officials,,"Crockett, Ben"
224443006,11/15/2012 22:36:29,false,704529777,,11/15/2012 22:34:17,false,getpaid,0.8571,12670194,ARE,02,Al Ajman,217.164.237.241,1,True,"It/PP will/MD include/VB activities/NNS such/JJ as/IN road/NN and/CC sidewalk/NN sweeping/JJ ,/, litter/NN and/CC graffiti/NNS removal/NN ,/, and/CC a/DT heightened/JJ security/NN presence/NN with/IN regular/JJ police/NN drive-bys/NNS or/CC security/NN cameras/NNS ./SENT ",eng2010news.sent.tagged.txt,18506,Hhyp_08,"It will include activities such as road and sidewalk sweeping, litter and graffiti removal, and a heightened security presence with regular police drive-bys or security cameras.",activities,,"road, sidewalk"
224443006,11/15/2012 22:40:40,false,704536527,,11/15/2012 22:40:03,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,2,False,"It/PP will/MD include/VB activities/NNS such/JJ as/IN road/NN and/CC sidewalk/NN sweeping/JJ ,/, litter/NN and/CC graffiti/NNS removal/NN ,/, and/CC a/DT heightened/JJ security/NN presence/NN with/IN regular/JJ police/NN drive-bys/NNS or/CC security/NN cameras/NNS ./SENT ",eng2010news.sent.tagged.txt,18506,Hhyp_08,"It will include activities such as road and sidewalk sweeping, litter and graffiti removal, and a heightened security presence with regular police drive-bys or security cameras.",activities,,"road, sidewalk"
224443006,11/15/2012 22:45:32,false,704543498,,11/15/2012 22:45:15,false,getpaid,0.8333,10541889,IND,25,Madras,117.193.230.29,2,True,"It/PP will/MD include/VB activities/NNS such/JJ as/IN road/NN and/CC sidewalk/NN sweeping/JJ ,/, litter/NN and/CC graffiti/NNS removal/NN ,/, and/CC a/DT heightened/JJ security/NN presence/NN with/IN regular/JJ police/NN drive-bys/NNS or/CC security/NN cameras/NNS ./SENT ",eng2010news.sent.tagged.txt,18506,Hhyp_08,"It will include activities such as road and sidewalk sweeping, litter and graffiti removal, and a heightened security presence with regular police drive-bys or security cameras.",activities,,"road, sidewalk"
224443006,11/15/2012 22:46:26,false,704545323,,11/15/2012 22:46:02,false,zoombucks,0.8,4686658,USA,FL,Maitland,76.4.144.225,4,True,"It/PP will/MD include/VB activities/NNS such/JJ as/IN road/NN and/CC sidewalk/NN sweeping/JJ ,/, litter/NN and/CC graffiti/NNS removal/NN ,/, and/CC a/DT heightened/JJ security/NN presence/NN with/IN regular/JJ police/NN drive-bys/NNS or/CC security/NN cameras/NNS ./SENT ",eng2010news.sent.tagged.txt,18506,Hhyp_08,"It will include activities such as road and sidewalk sweeping, litter and graffiti removal, and a heightened security presence with regular police drive-bys or security cameras.",activities,,"road, sidewalk"
224443006,11/15/2012 22:47:03,false,704546142,,11/15/2012 22:45:58,false,fusioncash,1.0,9908299,USA,KY,Somerset,72.51.221.252,1,True,"It/PP will/MD include/VB activities/NNS such/JJ as/IN road/NN and/CC sidewalk/NN sweeping/JJ ,/, litter/NN and/CC graffiti/NNS removal/NN ,/, and/CC a/DT heightened/JJ security/NN presence/NN with/IN regular/JJ police/NN drive-bys/NNS or/CC security/NN cameras/NNS ./SENT ",eng2010news.sent.tagged.txt,18506,Hhyp_08,"It will include activities such as road and sidewalk sweeping, litter and graffiti removal, and a heightened security presence with regular police drive-bys or security cameras.",activities,,"road, sidewalk"
224443007,11/15/2012 22:37:12,false,704531036,,11/15/2012 22:36:23,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,1,True,"And/CC while/IN Murphey/NP said/VBD term/NN limits/NNS are/VBP beneficial/JJ because/IN it/PP prevents/VBZ the/DT legislative/JJ branch/NN from/IN being/VBG too/RB powerful/JJ ,/, Nation/NP contends/VBZ this/DT is/VBZ a/DT negative/JJ consequence/NN since/IN it/PP elevates/VBZ the/DT influence/NN of/IN non-elected/JJ players/NNS such/JJ as/IN lobbyists/NNS and/CC bureaucrats/NNS ./SENT ",eng2010news.sent.tagged.txt,19813,Hhyp_08,"And while Murphey said term limits are beneficial because it prevents the legislative branch from being too powerful, Nation contends this is a negative consequence since it elevates the influence of non-elected players such as lobbyists and bureaucrats.",influence of non-elected players,,"lobbyists, bureaucrats"
224443007,11/15/2012 22:39:42,false,704535018,,11/15/2012 22:37:25,false,fusioncash,1.0,5602998,USA,IL,Bloomingdale,71.57.93.95,2,True,"And/CC while/IN Murphey/NP said/VBD term/NN limits/NNS are/VBP beneficial/JJ because/IN it/PP prevents/VBZ the/DT legislative/JJ branch/NN from/IN being/VBG too/RB powerful/JJ ,/, Nation/NP contends/VBZ this/DT is/VBZ a/DT negative/JJ consequence/NN since/IN it/PP elevates/VBZ the/DT influence/NN of/IN non-elected/JJ players/NNS such/JJ as/IN lobbyists/NNS and/CC bureaucrats/NNS ./SENT ",eng2010news.sent.tagged.txt,19813,Hhyp_08,"And while Murphey said term limits are beneficial because it prevents the legislative branch from being too powerful, Nation contends this is a negative consequence since it elevates the influence of non-elected players such as lobbyists and bureaucrats.",influence of non-elected players,,"lobbyists, bureaucrats"
224443007,11/15/2012 22:42:36,false,704538279,,11/15/2012 22:40:55,false,amt,1.0,11304554,USA,AZ,Queen Creek,72.223.36.49,3,False,"And/CC while/IN Murphey/NP said/VBD term/NN limits/NNS are/VBP beneficial/JJ because/IN it/PP prevents/VBZ the/DT legislative/JJ branch/NN from/IN being/VBG too/RB powerful/JJ ,/, Nation/NP contends/VBZ this/DT is/VBZ a/DT negative/JJ consequence/NN since/IN it/PP elevates/VBZ the/DT influence/NN of/IN non-elected/JJ players/NNS such/JJ as/IN lobbyists/NNS and/CC bureaucrats/NNS ./SENT ",eng2010news.sent.tagged.txt,19813,Hhyp_08,"And while Murphey said term limits are beneficial because it prevents the legislative branch from being too powerful, Nation contends this is a negative consequence since it elevates the influence of non-elected players such as lobbyists and bureaucrats.",influence of non-elected players,,"lobbyists, bureaucrats"
224443007,11/15/2012 22:58:47,false,704561935,,11/15/2012 22:57:48,false,zoombucks,1.0,4692908,USA,ME,Sabattus,72.227.64.74,2,True,"And/CC while/IN Murphey/NP said/VBD term/NN limits/NNS are/VBP beneficial/JJ because/IN it/PP prevents/VBZ the/DT legislative/JJ branch/NN from/IN being/VBG too/RB powerful/JJ ,/, Nation/NP contends/VBZ this/DT is/VBZ a/DT negative/JJ consequence/NN since/IN it/PP elevates/VBZ the/DT influence/NN of/IN non-elected/JJ players/NNS such/JJ as/IN lobbyists/NNS and/CC bureaucrats/NNS ./SENT ",eng2010news.sent.tagged.txt,19813,Hhyp_08,"And while Murphey said term limits are beneficial because it prevents the legislative branch from being too powerful, Nation contends this is a negative consequence since it elevates the influence of non-elected players such as lobbyists and bureaucrats.",influence of non-elected players,,"lobbyists, bureaucrats"
224443007,11/15/2012 22:59:30,false,704562893,,11/15/2012 22:58:07,false,cbf,0.875,9580039,USA,FL,Dunnellon,74.178.41.52,1,False,"And/CC while/IN Murphey/NP said/VBD term/NN limits/NNS are/VBP beneficial/JJ because/IN it/PP prevents/VBZ the/DT legislative/JJ branch/NN from/IN being/VBG too/RB powerful/JJ ,/, Nation/NP contends/VBZ this/DT is/VBZ a/DT negative/JJ consequence/NN since/IN it/PP elevates/VBZ the/DT influence/NN of/IN non-elected/JJ players/NNS such/JJ as/IN lobbyists/NNS and/CC bureaucrats/NNS ./SENT ",eng2010news.sent.tagged.txt,19813,Hhyp_08,"And while Murphey said term limits are beneficial because it prevents the legislative branch from being too powerful, Nation contends this is a negative consequence since it elevates the influence of non-elected players such as lobbyists and bureaucrats.",influence of non-elected players,,"lobbyists, bureaucrats"
224443008,11/15/2012 22:39:21,false,704534486,,11/15/2012 22:38:34,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,1,True,"Google/NP said/VBD the/DT acquisition/NN of/IN ITA/NP ,/, which/WDT organises/VBZ data/NNS such/JJ as/IN flight/NN times/NNS ,/, ticket/NN availability/NN and/CC prices/NNS ,/, will/MD enable/VB it/PP to/TO create/VB online/JJ search/NN tools/NNS to/TO help/VB people/NNS find/VB such/JJ information/NN more/RBR easily/RB on/IN the/DT web/NN ./SENT ",eng2010news.sent.tagged.txt,102483,Hhyp_09,"Google said the acquisition of ITA, which organises data such as flight times, ticket availability and prices, will enable it to create online search tools to help people find such information more easily on the web.",data,,"flight times, ticket availability, prices"
224443008,11/15/2012 22:42:36,false,704538280,,11/15/2012 22:40:55,false,amt,1.0,11304554,USA,AZ,Queen Creek,72.223.36.49,1,True,"Google/NP said/VBD the/DT acquisition/NN of/IN ITA/NP ,/, which/WDT organises/VBZ data/NNS such/JJ as/IN flight/NN times/NNS ,/, ticket/NN availability/NN and/CC prices/NNS ,/, will/MD enable/VB it/PP to/TO create/VB online/JJ search/NN tools/NNS to/TO help/VB people/NNS find/VB such/JJ information/NN more/RBR easily/RB on/IN the/DT web/NN ./SENT ",eng2010news.sent.tagged.txt,102483,Hhyp_09,"Google said the acquisition of ITA, which organises data such as flight times, ticket availability and prices, will enable it to create online search tools to help people find such information more easily on the web.",data,,"flight times, ticket availability, prices"
224443008,11/15/2012 22:43:42,false,704540084,,11/15/2012 22:42:01,false,fusioncash,1.0,9908299,USA,KY,Somerset,72.51.221.252,1,True,"Google/NP said/VBD the/DT acquisition/NN of/IN ITA/NP ,/, which/WDT organises/VBZ data/NNS such/JJ as/IN flight/NN times/NNS ,/, ticket/NN availability/NN and/CC prices/NNS ,/, will/MD enable/VB it/PP to/TO create/VB online/JJ search/NN tools/NNS to/TO help/VB people/NNS find/VB such/JJ information/NN more/RBR easily/RB on/IN the/DT web/NN ./SENT ",eng2010news.sent.tagged.txt,102483,Hhyp_09,"Google said the acquisition of ITA, which organises data such as flight times, ticket availability and prices, will enable it to create online search tools to help people find such information more easily on the web.",data,,"flight times, ticket availability, prices"
224443008,11/15/2012 22:45:33,false,704543555,,11/15/2012 22:42:29,false,amt,1.0,13956075,USA,OH,Chardon,173.88.218.126,1,False,"Google/NP said/VBD the/DT acquisition/NN of/IN ITA/NP ,/, which/WDT organises/VBZ data/NNS such/JJ as/IN flight/NN times/NNS ,/, ticket/NN availability/NN and/CC prices/NNS ,/, will/MD enable/VB it/PP to/TO create/VB online/JJ search/NN tools/NNS to/TO help/VB people/NNS find/VB such/JJ information/NN more/RBR easily/RB on/IN the/DT web/NN ./SENT ",eng2010news.sent.tagged.txt,102483,Hhyp_09,"Google said the acquisition of ITA, which organises data such as flight times, ticket availability and prices, will enable it to create online search tools to help people find such information more easily on the web.",data,,"flight times, ticket availability, prices"
224443009,11/15/2012 22:34:15,true,704526994,,11/15/2012 22:32:43,false,getpaid,0.8571,12670194,ARE,02,Al Ajman,217.164.237.241,2,True,"One/CD of/IN their/PP$ proposed/VBN amendments/NNS would/MD block/VB ``/`` combustion/NN ''/'' of/IN more/JJR garbage/NN -/: no/DT new/JJ incinerator/NN could/MD be/VB built/VBN but/CC other/JJ waste-to-energy/JJ technologies/NNS such/JJ as/IN gasification/NN ,/, pyrolysis/NN and/CC anaerobic/JJ digestion/NN would/MD be/VB allowed/VBN ./SENT ",eng2010news.sent.tagged.txt,119060,Hhyp_09,"One of their proposed amendments would block `` combustion '' of more garbage - no new incinerator could be built but other waste-to-energy technologies such as gasification, pyrolysis and anaerobic digestion would be allowed.",other waste-to-energy technologies,True,"gasification, pyrolysis, anaerobic digestion"
224443009,11/15/2012 22:36:22,true,704529606,,11/15/2012 22:35:25,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,1,True,"One/CD of/IN their/PP$ proposed/VBN amendments/NNS would/MD block/VB ``/`` combustion/NN ''/'' of/IN more/JJR garbage/NN -/: no/DT new/JJ incinerator/NN could/MD be/VB built/VBN but/CC other/JJ waste-to-energy/JJ technologies/NNS such/JJ as/IN gasification/NN ,/, pyrolysis/NN and/CC anaerobic/JJ digestion/NN would/MD be/VB allowed/VBN ./SENT ",eng2010news.sent.tagged.txt,119060,Hhyp_09,"One of their proposed amendments would block `` combustion '' of more garbage - no new incinerator could be built but other waste-to-energy technologies such as gasification, pyrolysis and anaerobic digestion would be allowed.",other waste-to-energy technologies,True,"gasification, pyrolysis, anaerobic digestion"
224443009,11/15/2012 22:36:33,true,704529972,,11/15/2012 22:33:24,false,fusioncash,1.0,13882697,USA,NY,Tuxedo Park,67.87.111.157,4,True,"One/CD of/IN their/PP$ proposed/VBN amendments/NNS would/MD block/VB ``/`` combustion/NN ''/'' of/IN more/JJR garbage/NN -/: no/DT new/JJ incinerator/NN could/MD be/VB built/VBN but/CC other/JJ waste-to-energy/JJ technologies/NNS such/JJ as/IN gasification/NN ,/, pyrolysis/NN and/CC anaerobic/JJ digestion/NN would/MD be/VB allowed/VBN ./SENT ",eng2010news.sent.tagged.txt,119060,Hhyp_09,"One of their proposed amendments would block `` combustion '' of more garbage - no new incinerator could be built but other waste-to-energy technologies such as gasification, pyrolysis and anaerobic digestion would be allowed.",other waste-to-energy technologies,True,"gasification, pyrolysis, anaerobic digestion"
224443009,11/15/2012 22:37:24,true,704531301,,11/15/2012 22:33:56,false,fusioncash,1.0,5602998,USA,IL,Bloomingdale,71.57.93.95,2,True,"One/CD of/IN their/PP$ proposed/VBN amendments/NNS would/MD block/VB ``/`` combustion/NN ''/'' of/IN more/JJR garbage/NN -/: no/DT new/JJ incinerator/NN could/MD be/VB built/VBN but/CC other/JJ waste-to-energy/JJ technologies/NNS such/JJ as/IN gasification/NN ,/, pyrolysis/NN and/CC anaerobic/JJ digestion/NN would/MD be/VB allowed/VBN ./SENT ",eng2010news.sent.tagged.txt,119060,Hhyp_09,"One of their proposed amendments would block `` combustion '' of more garbage - no new incinerator could be built but other waste-to-energy technologies such as gasification, pyrolysis and anaerobic digestion would be allowed.",other waste-to-energy technologies,True,"gasification, pyrolysis, anaerobic digestion"
224443009,11/15/2012 22:39:53,true,704535446,,11/15/2012 22:38:48,false,amt,1.0,11304554,USA,AZ,Queen Creek,72.223.36.49,1,True,"One/CD of/IN their/PP$ proposed/VBN amendments/NNS would/MD block/VB ``/`` combustion/NN ''/'' of/IN more/JJR garbage/NN -/: no/DT new/JJ incinerator/NN could/MD be/VB built/VBN but/CC other/JJ waste-to-energy/JJ technologies/NNS such/JJ as/IN gasification/NN ,/, pyrolysis/NN and/CC anaerobic/JJ digestion/NN would/MD be/VB allowed/VBN ./SENT ",eng2010news.sent.tagged.txt,119060,Hhyp_09,"One of their proposed amendments would block `` combustion '' of more garbage - no new incinerator could be built but other waste-to-energy technologies such as gasification, pyrolysis and anaerobic digestion would be allowed.",other waste-to-energy technologies,True,"gasification, pyrolysis, anaerobic digestion"
224443009,11/15/2012 22:40:12,true,704535945,,11/15/2012 22:39:30,false,cbf,0.8,6000149,USA,NY,Buffalo,98.117.179.6,3,True,"One/CD of/IN their/PP$ proposed/VBN amendments/NNS would/MD block/VB ``/`` combustion/NN ''/'' of/IN more/JJR garbage/NN -/: no/DT new/JJ incinerator/NN could/MD be/VB built/VBN but/CC other/JJ waste-to-energy/JJ technologies/NNS such/JJ as/IN gasification/NN ,/, pyrolysis/NN and/CC anaerobic/JJ digestion/NN would/MD be/VB allowed/VBN ./SENT ",eng2010news.sent.tagged.txt,119060,Hhyp_09,"One of their proposed amendments would block `` combustion '' of more garbage - no new incinerator could be built but other waste-to-energy technologies such as gasification, pyrolysis and anaerobic digestion would be allowed.",other waste-to-energy technologies,True,"gasification, pyrolysis, anaerobic digestion"
224443009,11/15/2012 22:40:53,true,704536777,,11/15/2012 22:40:03,false,cbf,0.8,13775737,USA,CA,West Covina,24.205.176.225,2,True,"One/CD of/IN their/PP$ proposed/VBN amendments/NNS would/MD block/VB ``/`` combustion/NN ''/'' of/IN more/JJR garbage/NN -/: no/DT new/JJ incinerator/NN could/MD be/VB built/VBN but/CC other/JJ waste-to-energy/JJ technologies/NNS such/JJ as/IN gasification/NN ,/, pyrolysis/NN and/CC anaerobic/JJ digestion/NN would/MD be/VB allowed/VBN ./SENT ",eng2010news.sent.tagged.txt,119060,Hhyp_09,"One of their proposed amendments would block `` combustion '' of more garbage - no new incinerator could be built but other waste-to-energy technologies such as gasification, pyrolysis and anaerobic digestion would be allowed.",other waste-to-energy technologies,True,"gasification, pyrolysis, anaerobic digestion"
224443009,11/15/2012 22:41:27,true,704537274,,11/15/2012 22:40:54,false,cbf,0.8,13775737,USA,CA,West Covina,24.205.176.225,1,True,"One/CD of/IN their/PP$ proposed/VBN amendments/NNS would/MD block/VB ``/`` combustion/NN ''/'' of/IN more/JJR garbage/NN -/: no/DT new/JJ incinerator/NN could/MD be/VB built/VBN but/CC other/JJ waste-to-energy/JJ technologies/NNS such/JJ as/IN gasification/NN ,/, pyrolysis/NN and/CC anaerobic/JJ digestion/NN would/MD be/VB allowed/VBN ./SENT ",eng2010news.sent.tagged.txt,119060,Hhyp_09,"One of their proposed amendments would block `` combustion '' of more garbage - no new incinerator could be built but other waste-to-energy technologies such as gasification, pyrolysis and anaerobic digestion would be allowed.",other waste-to-energy technologies,True,"gasification, pyrolysis, anaerobic digestion"
